Transaction ID,Date,Time,Type,Name,Emoji,Category,Amount,Currency,Local amount,Local currency,Notes and #tags,Address,Receipt,Description,Category split,Money Out,Money In
tx_0000A6gNqdgx67KLpeHWAz,27/04/2021,20:20:28,Card payment,Tesco,🍏 ,Groceries,-5.10,GBP,-5.10,GBP,,Caledonian Road,,TESCO STORES 6187      LONDON        GBR,,-5.10,
tx_0000A6gNqgQOw5qHuqn1X7,27/04/2021,20:20:29,Pot transfer,Savings Pot,,,-0.90,GBP,-0.90,GBP,,,,Round up,,-0.90,
tx_0000A6gjyzPWQfw0y9wsWf,28/04/2021,00:28:30,Card payment,TfL Travel Charge,🚆,Transport,-5.00,GBP,-5.00,GBP,,,,TfL Travel Charge      TFL.gov.uk/CP GBR,,-5.00,
tx_0000A6iHdhLNzreLVa9kWn,28/04/2021,18:20:20,Card payment,Deliveroo,🍴🚲,Eating out,-7.65,GBP,-7.65,GBP,,,,DELIVEROO.CO.UK        +442036999977 GBR,,-7.65,
tx_0000A6iHdla4FDC6qvknXV,28/04/2021,18:20:20,Pot transfer,Savings Pot,,,-0.35,GBP,-0.35,GBP,,,,Round up,,-0.35,
tx_0000A6jn9cbSRx8sktAlpB,29/04/2021,11:48:10,Card payment,Sainsbury's,🍏,Groceries,-1.10,GBP,-1.10,GBP,,472A Caledonian Road,,SAINSBURYS SACAT(4205) STATION ROAD  GBR,,-1.10,
tx_0000A6jn9hKyqcsR2BW7ub,29/04/2021,11:48:11,Pot transfer,Savings Pot,,,-0.90,GBP,-0.90,GBP,,,,Round up,,-0.90,
tx_0000A6jpsgGdsAiF3k39e5,29/04/2021,12:18:43,Card payment,Boots,💊,General,-3.69,GBP,-3.69,GBP,,128 Gloucester Road,,BOOTS 0730             LONDON        GBR,,-3.69,
tx_0000A6jpslX8IGv8avbzuM,29/04/2021,12:18:44,Pot transfer,Savings Pot,,,-0.31,GBP,-0.31,GBP,,,,Round up,,-0.31,
tx_0000A6k6bfGe2GehVuNsAL,29/04/2021,15:26:08,Card payment,College Cafe,☕️📚,Eating out,-0.63,GBP,-0.63,GBP,,London,,IMPERIAL COLLEGE LONDO LONDON        GBR,,-0.63,
tx_0000A6kPDgBYrwqaGopO0P,29/04/2021,18:54:41,Card payment,Sainsbury's,🍏,Groceries,-4.10,GBP,-4.10,GBP,,472A Caledonian Road,,SAINSBURYS SACAT(4205) STATION ROAD  GBR,,-4.10,
tx_0000A6kPDkMhKUElMNn985,29/04/2021,18:54:42,Pot transfer,Savings Pot,,,-0.90,GBP,-0.90,GBP,,,,Round up,,-0.90,
tx_0000A6leKxeg0blRBctRw1,30/04/2021,09:18:47,Card payment,Transport for London,🚇,Transport,-5.00,GBP,-5.00,GBP,"Travel charge for Thursday, 29 Apr",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-5.00,
tx_0000A6mHOFJehNyCvnmfGD,30/04/2021,16:36:23,Card payment,Tesco,🍏 ,Groceries,-17.35,GBP,-17.35,GBP,,Caledonian Road,,TESCO STORES 6187      LONDON        GBR,,-17.35,
tx_0000A6mHOJjKHskXmglIor,30/04/2021,16:36:24,Pot transfer,Savings Pot,,,-0.65,GBP,-0.65,GBP,,,,Round up,,-0.65,
tx_0000A6o25QUtnCdz6xWyUT,01/05/2021,12:54:20,Card payment,College Cafe,☕️📚,Eating out,-3.85,GBP,-3.85,GBP,,London,,IMPERIAL COLLEGE LONDO LONDON        GBR,,-3.85,
tx_0000A6o25VAARhvVSF9BA1,01/05/2021,12:54:20,Pot transfer,Savings Pot,,,-0.15,GBP,-0.15,GBP,,,,Round up,,-0.15,
tx_0000A6o4kBPQziVGCyN4SX,01/05/2021,13:24:06,Card payment,College Cafe,☕️📚,Eating out,-0.78,GBP,-0.78,GBP,,London,,IMPERIAL COLLEGE LONDO LONDON        GBR,,-0.78,
tx_0000A6oR8vwTprk6cJfzYf,01/05/2021,17:35:05,Card payment,Tesco,🍏 ,Groceries,-1.90,GBP,-1.90,GBP,,Caledonian Road,,TESCO STORES 6187      LONDON        GBR,,-1.90,
tx_0000A6oR91BYLFUvXUaGzR,01/05/2021,17:35:06,Pot transfer,Savings Pot,,,-0.10,GBP,-0.10,GBP,,,,Round up,,-0.10,
tx_0000A6r81gNG0I1vgXhPI9,03/05/2021,00:45:01,Card payment,Transport for London,🚇,Transport,-5.00,GBP,-5.00,GBP,"Travel charge for Saturday, 1 May",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-5.00,
tx_0000A6s9EpuS9laXEeaogj,03/05/2021,12:33:19,Card payment,Tesco,🍏 ,Groceries,-6.90,GBP,-6.90,GBP,,Caledonian Road,,TESCO STORES 6187      LONDON        GBR,,-6.90,
tx_0000A6s9Evw5kbcg5ux7p3,03/05/2021,12:33:19,Pot transfer,Savings Pot,,,-0.10,GBP,-0.10,GBP,,,,Round up,,-0.10,
tx_0000A6s9U5ptE12vjABImn,03/05/2021,12:36:04,Card payment,Sainsbury's,🍏,Groceries,-0.50,GBP,-0.50,GBP,,472A Caledonian Road,,SAINSBURYS SACAT(4205) STATION ROAD  GBR,,-0.50,
tx_0000A6uRniXVjldlcy28e3,04/05/2021,15:10:44,Faster payment,Sabhya Jain,,Charity,-5.50,GBP,-5.50,GBP,Charity to friend,,,Charity to friend,,-5.50,
tx_0000A6uRvYCO4F7hV2Z9hB,04/05/2021,15:12:08,Faster payment,Aadit Sheth,,Charity,-1.90,GBP,-1.90,GBP,Aadit Sheth,,,Aadit Sheth,,-1.90,
